date_time,avg,max,min
2026/02/27 09:30:00,3.5,6.9,0.9
2026/02/27 09:40:00,3.38,6.2,0.9
2026/02/27 09:50:00,3.74,6.4,1.6
2026/02/27 10:00:00,5.28,7.4,0.8
2026/02/27 10:10:00,4.0,6.7,1.4
2026/02/27 10:20:00,2.94,6.9,1.0
2026/02/27 10:30:00,3.88,7.0,0.6
2026/02/27 10:40:00,4.4,7.4,1.2
2026/02/27 10:50:00,3.74,6.4,0.9
2026/02/27 11:00:00,4.24,7.7,0.6
2026/02/27 11:10:00,3.68,6.9,0.2
2026/02/27 11:20:00,4.18,5.9,0.6
2026/02/27 11:30:00,3.54,7.3,0.9
2026/02/27 11:40:00,3.96,7.0,0.2
2026/02/27 11:50:00,3.6,8.6,0.9
2026/02/27 12:00:00,3.72,8.5,0.5
2026/02/27 12:10:00,3.84,7.0,1.2
2026/02/27 12:20:00,3.68,7.0,0.2
2026/02/27 12:30:00,3.94,7.3,0.6
2026/02/27 12:40:00,4.8,7.8,1.3
2026/02/27 12:50:00,3.82,6.4,0.6
2026/02/27 13:00:00,3.86,5.9,1.6
2026/02/27 13:10:00,3.24,5.5,0.9
2026/02/27 13:20:00,2.62,5.4,0.2
2026/02/27 13:30:00,4.28,6.7,0.9
2026/02/27 13:40:00,3.9,6.7,0.5
2026/02/27 13:50:00,3.28,6.6,1.6
2026/02/27 14:00:00,3.0,4.7,0.2
2026/02/27 14:10:00,1.62,4.4,0.1
2026/02/27 14:20:00,2.48,4.4,0.6
2026/02/27 14:30:00,3.24,5.5,0.8
2026/02/27 14:40:00,2.8,5.1,0.6
2026/02/27 14:50:00,2.8,6.4,0.8
2026/02/27 15:00:00,2.56,6.4,0.1
2026/02/27 15:10:00,4.4,6.7,1.0
2026/02/27 15:20:00,4.14,6.9,0.9
2026/02/27 15:30:00,3.06,5.5,0.4
2026/02/27 15:40:00,3.32,6.3,0.8
2026/02/27 15:50:00,2.22,5.9,0.5
2026/02/27 16:00:00,2.88,5.9,1.4
2026/02/27 16:10:00,2.36,5.5,0.8
2026/02/27 16:20:00,2.22,6.3,0.1
2026/02/27 16:30:00,2.28,5.0,0.8
2026/02/27 16:40:00,3.02,5.1,0
2026/02/27 16:50:00,2.3,4.8,0.2
2026/02/27 17:00:00,1.64,3.9,0.1
2026/02/27 17:10:00,2.2,4.0,0.8
2026/02/27 17:20:00,1.96,4.6,0
2026/02/27 17:30:00,3.08,4.8,0.2
2026/02/27 17:40:00,1.22,3.2,0.1
2026/02/27 17:50:00,1.2,2.8,0
2026/02/28 06:00:00,0.58,1.0,0.1
2026/02/28 06:10:00,0.44,0.9,0
2026/02/28 06:20:00,0.36,0.9,0
2026/02/28 06:30:00,0.58,0.9,0
2026/02/28 06:40:00,1.14,1.6,0.5
2026/02/28 06:50:00,1.1,1.6,0.6
2026/02/28 07:00:00,0.46,1.0,0.2
2026/02/28 07:10:00,0.62,1.0,0
2026/02/28 07:20:00,0.66,1.3,0
2026/02/28 07:30:00,0.84,1.7,0
2026/02/28 07:40:00,1.6,2.9,0.1
2026/02/28 07:50:00,1.04,2.1,0.2
2026/02/28 08:00:00,0.98,2.1,0
2026/02/28 08:10:00,0.4,1.4,0
2026/02/28 08:20:00,0.54,1.3,0
2026/02/28 08:30:00,1.04,2.3,0
2026/02/28 08:40:00,1.86,3.5,0.2
2026/02/28 08:50:00,1.98,3.5,0.5
2026/02/28 09:00:00,2.22,3.3,0.5
2026/02/28 09:10:00,2.28,3.7,0.9
2026/02/28 09:20:00,2.22,3.2,0.5
2026/02/28 09:30:00,1.62,2.8,0.2
2026/02/28 09:40:00,1.38,2.8,0.1
2026/02/28 09:50:00,1.32,3.6,0
2026/02/28 10:00:00,1.88,3.7,0.4
2026/02/28 10:10:00,1.86,3.2,0.1
2026/02/28 10:20:00,1.36,3.5,0
2026/02/28 10:30:00,1.64,4.7,0.2
2026/02/28 10:40:00,3.46,5.5,1.4
2026/02/28 10:50:00,3.62,5.8,1.3
2026/02/28 11:00:00,2.82,4.8,1.2
2026/02/28 11:10:00,3.62,5.6,0.6
2026/02/28 11:20:00,2.82,5.2,0.8
2026/02/28 11:30:00,2.2,4.6,0.1
2026/02/28 11:40:00,2.18,4.7,0.6
2026/02/28 11:50:00,1.66,3.3,0.6
2026/02/28 12:00:00,1.54,4.0,0
2026/02/28 12:10:00,1.3,3.7,0
2026/02/28 12:20:00,3.02,4.7,0.5
2026/02/28 12:30:00,2.2,3.9,0.1
2026/02/28 12:40:00,2.5,6.4,0.1
2026/02/28 12:50:00,1.82,4.1,0.4
2026/02/28 13:00:00,1.9,5.4,0.2
2026/02/28 13:10:00,2.54,5.8,0.4
2026/02/28 13:20:00,3.74,7.0,1.0
2026/02/28 13:30:00,3.26,6.3,0.5
2026/02/28 13:40:00,2.34,4.6,0
2026/02/28 13:50:00,3.72,6.0,1.0
2026/02/28 14:00:00,2.72,5.9,0.5
2026/02/28 14:10:00,2.68,6.2,0.2
2026/02/28 14:20:00,2.62,5.5,0.4
2026/02/28 14:30:00,3.16,5.6,0.9
2026/02/28 14:40:00,1.86,5.6,0.5
2026/02/28 14:50:00,1.14,4.8,0
2026/02/28 15:00:00,1.52,4.1,0
2026/02/28 15:10:00,1.66,3.7,0.1
2026/02/28 15:20:00,1.18,4.0,0
2026/02/28 15:30:00,1.72,4.7,0
2026/02/28 15:40:00,1.54,4.4,0
2026/02/28 15:50:00,2.9,4.8,0.6
2026/02/28 16:00:00,1.78,2.9,0.8
2026/02/28 16:10:00,1.04,3.2,0.1
2026/02/28 16:20:00,1.76,4.1,0.1
2026/02/28 16:30:00,2.82,4.0,0.6
2026/02/28 16:40:00,1.02,2.8,0
2026/02/28 16:50:00,1.08,2.3,0.2
2026/02/28 17:00:00,1.26,2.9,0
2026/02/28 17:10:00,0.8,2.5,0
2026/02/28 17:20:00,2.12,4.4,0
2026/02/28 17:30:00,1.8,3.3,0.4
2026/02/28 17:40:00,2.54,4.4,1.0
2026/02/28 17:50:00,2.0,3.7,0
